Gemeinde;Verwaltungskreis;Schule;Träger;Unterrichtssprache;Bildungsstufe;Schultyp;Anzahl_Schueler;Anzahl_Frauen;Anzahl_Ausl;Anzahl_Fremdspr
Bern;Bern-Mittelland;REOSCH;Nicht subventionierte Schule;Deutsch;Sekundarstufe I;Sekundarstufe I ohne Selektion;60;14;1;1
Bern;Bern-Mittelland;Rudolf Steiner-Schule Bern;Subventionierte Schule;Deutsch;Sekundarstufe I;Sekundarstufe I ohne Selektion;57;29;5;1
Bern;Bern-Mittelland;Ecole Française de Berne;Subventionierte Schule;Französisch;Sekundarstufe I;Sekundarstufe I ohne Selektion;13;4;10;6
Ittigen;Bern-Mittelland;Rudolf Steiner-Schule Ittigen;Subventionierte Schule;Deutsch;Sekundarstufe I;Sekundarstufe I ohne Selektion;79;41;7;7
Meikirch;Bern-Mittelland;arco - schule für lebendiges lernen;Nicht subventionierte Schule;Deutsch;Sekundarstufe I;Sekundarstufe I ohne Selektion;2;1;0;0
Muri bei Bern;Bern-Mittelland;International School of Berne;Subventionierte Schule;Englisch;Sekundarstufe I;Sekundarstufe I ohne Selektion;64;35;57;64
Allmendingen;Bern-Mittelland;Primarschule Allmendingen;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;12;6;0;0
Arni (BE);Bern-Mittelland;Schulhaus Obergoldbach;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;10;5;0;0
Arni (BE);Bern-Mittelland;Schulhaus Arni;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;24;13;1;0
Bäriswil;Bern-Mittelland;Primarschule & Kindergarten Bäriswil;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;20;7;4;4
Belp;Bern-Mittelland;Kindergarten Einschlag;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;18;12;2;3
Belp;Bern-Mittelland;Kindergarten Gerbeweg;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;23;11;3;2
Belp;Bern-Mittelland;Kindergarten Güterstrasse;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;19;7;0;2
Belp;Bern-Mittelland;Kindergarten Kefigässli;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;20;10;7;6
Belp;Bern-Mittelland;Kindergarten Neumatt 1 + 2;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;42;20;10;9
Belp;Bern-Mittelland;Kindergarten Scheuermatt 1 + 2;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;37;16;4;3
Belp;Bern-Mittelland;Kindergarten und Primarchule Belpberg;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;7;2;0;0
Bern;Bern-Mittelland;Kindergarten Aaregg;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;17;9;3;9
Bern;Bern-Mittelland;Kindergarten Aarhof;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;15;10;2;3
Bern;Bern-Mittelland;Kindergarten Baumgarten;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;24;16;3;5
Bern;Bern-Mittelland;Kindergarten Bethlehemacker I;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;17;10;5;8
Bern;Bern-Mittelland;Kindergarten Bethlehemacker II;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;35;14;12;19
Bern;Bern-Mittelland;Kindergarten Bonstetten;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;18;6;2;3
Bern;Bern-Mittelland;Kindergarten Breitenrain I + II;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;42;22;4;10
Bern;Bern-Mittelland;Kindergarten Breitfeld I und II;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;40;15;9;22
Bern;Bern-Mittelland;Kindergarten Bridelstrasse I und II;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;46;24;2;2
Bern;Bern-Mittelland;Kindergarten Brunnenhaus;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;18;7;12;12
Bern;Bern-Mittelland;Kindergarten Dählhölzli;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;18;9;3;1
Bern;Bern-Mittelland;Kindergarten Dalmaziquai;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;16;7;1;2
Bern;Bern-Mittelland;Kindergarten Depotstrasse;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;23;12;2;5
Bern;Bern-Mittelland;Kindergarten Egelsee I;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;24;14;3;3
Bern;Bern-Mittelland;Kindergarten Egelsee II;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;22;11;3;0
Bern;Bern-Mittelland;Kindergarten Elfenau;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;23;11;4;2
Bern;Bern-Mittelland;Kindergarten Fellergut II;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;20;13;7;13
Bern;Bern-Mittelland;Kindergarten Florastrasse;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;17;8;1;0
Bern;Bern-Mittelland;Kindergarten Fricktreppe;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;25;13;1;5
Bern;Bern-Mittelland;Kindergarten Gäbelbach I + II;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;48;25;19;38
Bern;Bern-Mittelland;Kindergarten Hochfeld I + II;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;35;21;6;7
Bern;Bern-Mittelland;Kindergarten Holenacker;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;20;13;7;13
Bern;Bern-Mittelland;Kindergarten Kirchacker I;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;20;8;7;12
Bern;Bern-Mittelland;Kindergarten Kirchacker II;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;20;9;7;12
Bern;Bern-Mittelland;Kindergarten Kleefeld I;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;22;13;3;15
Bern;Bern-Mittelland;Kindergarten Kleefeld II;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;23;13;9;17
Bern;Bern-Mittelland;Kindergarten Kleefeld III;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;23;10;7;22
Bern;Bern-Mittelland;Kindergarten Kleine Allmend;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;17;9;1;2
Bern;Bern-Mittelland;Kindergarten Laubeggstrasse;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;21;11;3;2
Bern;Bern-Mittelland;Kindergarten Lorraine I und II;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;32;17;3;9
Bern;Bern-Mittelland;Kindergarten Manuel I und II;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;45;21;5;13
Bern;Bern-Mittelland;Kindergarten Marzili;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;16;7;1;1
Bern;Bern-Mittelland;Kindergarten Murifeld;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;24;12;3;10
Bern;Bern-Mittelland;Kindergarten Neufeld I;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;20;9;3;5
Bern;Bern-Mittelland;Kindergarten Neufeld II;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;17;8;1;2
Bern;Bern-Mittelland;Kindergarten Neufeld III;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;16;6;0;3
Bern;Bern-Mittelland;Kindergarten Oberbottigen 2;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;17;10;0;0
Bern;Bern-Mittelland;Kindergarten Pestalozzi I und II;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;43;26;5;7
Bern;Bern-Mittelland;Kindergarten Rossfeld I und II;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;41;22;4;8
Bern;Bern-Mittelland;Kindergarten Schlossmatte Bern;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;12;9;3;7
Bern;Bern-Mittelland;Kindergarten Schönau Bern;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;18;11;5;5
Bern;Bern-Mittelland;Kindergarten Schöngrün;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;21;8;8;9
Bern;Bern-Mittelland;Kindergarten Schwabgut;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;18;10;7;12
Bern;Bern-Mittelland;Kindergärten Schwabgut Ia, Ib;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;36;14;17;23
Bern;Bern-Mittelland;Kindergarten Seftigenstrasse;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;18;8;4;5
Bern;Bern-Mittelland;Kindergarten Spitalacker I + II;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;45;22;6;14
Bern;Bern-Mittelland;Kindergarten Spitalacker III;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;21;11;2;1
Bern;Bern-Mittelland;Kindergarten Spitalacker IV;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;21;10;2;4
Bern;Bern-Mittelland;Kindergarten Statthaltergut I + II;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;58;30;19;30
Bern;Bern-Mittelland;Kindergarten Steigerhubel I und II;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;38;26;14;21
Bern;Bern-Mittelland;Kindergarten Steinhölzli II;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;33;10;5;10
Bern;Bern-Mittelland;Kindergarten Stöckacker;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;18;8;9;12
Bern;Bern-Mittelland;Kindergarten Sulgenbach I und II;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;34;13;7;7
Bern;Bern-Mittelland;Kindergarten Tellstrasse II;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;41;20;8;13
Bern;Bern-Mittelland;Kindergarten Tscharnergut I;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;20;9;12;15
Bern;Bern-Mittelland;Kindergarten Tscharnergut II + III;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;20;7;9;11
Bern;Bern-Mittelland;Kindergarten Türmli II + III;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;38;19;3;3
Bern;Bern-Mittelland;Kindergarten von Bürengut;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;19;9;3;5
Bern;Bern-Mittelland;Kindergarten Weissenstein I und II;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;40;22;10;7
Bern;Bern-Mittelland;Kindergarten Winterhalde;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;22;10;0;7
Bern;Bern-Mittelland;Kindergarten Wittigkofen I und II;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;34;17;5;22
Bern;Bern-Mittelland;Kindergarten Wylergut I;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;17;7;1;3
Bern;Bern-Mittelland;Kindergarten Wylergut II;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;15;9;0;1
Bern;Bern-Mittelland;Kindergarten Zelgstrasse I;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;19;8;10;16
Bern;Bern-Mittelland;Kindergarten Zelgstrasse II;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;19;11;9;17
Bern;Bern-Mittelland;Schulhaus Türmli;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;12;5;1;2
Bern;Bern-Mittelland;Schulhaus Bitzius;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;20;11;2;5
Bern;Bern-Mittelland;Schulhaus Kirchenfeld;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;13;8;1;2
Bern;Bern-Mittelland;Schulhaus Markus;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;16;8;2;7
Bern;Bern-Mittelland;Schulhaus Oberbottigen alt;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;18;5;0;2
Bern;Bern-Mittelland;Schulhaus Sonnenhof;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;38;17;8;12
Bern;Bern-Mittelland;Schulhaus Statthalter;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;13;6;0;2
Bern;Bern-Mittelland;Schulhaus Steckgut;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;16;6;4;6
Bern;Bern-Mittelland;Campus Muristalden Volksschule;Subventionierte Schule;Deutsch;Vorschulstufe;Vorschulstufe;11;5;0;0
Bern;Bern-Mittelland;Rudolf Steiner-Schule Bern;Subventionierte Schule;Deutsch;Vorschulstufe;Vorschulstufe;43;23;1;3
Bern;Bern-Mittelland;Schulhaus Bethlehemacker;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;16;7;5;9
Bern;Bern-Mittelland;Schulhaus Brunnmatt;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;17;10;4;8
Bern;Bern-Mittelland;Schulhaus Wankdorf;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;20;5;7;12
Bern;Bern-Mittelland;Schulhäuser Schwabgut I+II;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;19;8;8;15
Bern;Bern-Mittelland;Ecole enfantine de l ECLF;Öffentliche Schule;Französisch;Vorschulstufe;Vorschulstufe;46;25;21;33
Bern;Bern-Mittelland;Ecole Française de Berne;Subventionierte Schule;Französisch;Vorschulstufe;Vorschulstufe;48;28;28;26
Biglen;Bern-Mittelland;Kindergarten und Primarschule Biglen;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;30;9;3;3
Bleiken bei Oberdiessbach;Bern-Mittelland;Schule Bleiken;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;10;5;0;0
Bolligen;Bern-Mittelland;Kindergarten Bodenacker;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;21;7;0;0
Bolligen;Bern-Mittelland;Kindergarten Brunnenhof;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;23;8;2;1
Bolligen;Bern-Mittelland;Kindergarten Eggweg;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;22;9;2;5
Bolligen;Bern-Mittelland;Kindergarten Stegackerweg;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;22;10;1;1
Bolligen;Bern-Mittelland;Schulhaus Flugbrunnenstrasse;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;19;9;2;3
Bowil;Bern-Mittelland;Schule Dorf Bowil;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;14;10;0;0
Bowil;Bern-Mittelland;Schule Hübeli;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;12;3;0;0
Bremgarten bei Bern;Bern-Mittelland;Kindergarten Aeschenbrunnmatt;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;19;8;2;3
Bremgarten bei Bern;Bern-Mittelland;Kindergarten Freudenreich;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;17;9;1;2
Bremgarten bei Bern;Bern-Mittelland;Kindergarten Kalchackerhof I und II;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;36;18;3;2
Büren zum Hof;Bern-Mittelland;Kindergarten und Primarschule Büren zum Hof;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;14;8;0;1
Ferenbalm;Bern-Mittelland;Primarschule Ferenbalm;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;18;10;2;3
Fraubrunnen;Bern-Mittelland;Primarschule Fraubrunnen;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;41;21;1;3
Frauenkappelen;Bern-Mittelland;Kindergarten und Primarschule Frauenkappelen;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;15;4;1;0
Freimettigen;Bern-Mittelland;Primar- und Realschule Freimettigen;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;11;4;3;3
Gerzensee;Bern-Mittelland;Kindergarten Gerzensee;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;21;12;2;0
Grafenried;Bern-Mittelland;Kindergarten Grafenried;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;13;5;0;1
Grosshöchstetten;Bern-Mittelland;Kindergarten Stegmatt;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;19;7;2;6
Grosshöchstetten;Bern-Mittelland;Kindergarten und Primarschule Rosig;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;18;8;2;4
Grosshöchstetten;Bern-Mittelland;Kindergarten, Primar- und Realschule Alpenweg;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;18;6;2;1
Guggisberg;Bern-Mittelland;Schulhaus Guggisberg;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;30;18;0;0
Herbligen;Bern-Mittelland;Primarschule Herbligen;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;16;7;0;1
Ittigen;Bern-Mittelland;Kindergarten Eyfeld;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;23;10;6;8
Ittigen;Bern-Mittelland;Kindergarten Kappelisacker 1 und 2;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;48;24;18;34
Ittigen;Bern-Mittelland;Kindergarten Park;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;22;11;5;8
Ittigen;Bern-Mittelland;Kindergarten Rain 1 und 2;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;48;25;17;17
Ittigen;Bern-Mittelland;Kindergarten Rain 3;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;24;12;5;7
Ittigen;Bern-Mittelland;Kindergarten Worblaufen;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;24;14;10;13
Ittigen;Bern-Mittelland;Rudolf Steiner-Schule Ittigen;Subventionierte Schule;Deutsch;Vorschulstufe;Vorschulstufe;29;12;2;1
Jegenstorf;Bern-Mittelland;Kindergarten Dählerstock;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;27;17;4;7
Jegenstorf;Bern-Mittelland;Kindergarten Säget;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;72;29;6;12
Kaufdorf;Bern-Mittelland;Kindergarten und Primarschule Kaufdorf;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;33;23;2;1
Kehrsatz;Bern-Mittelland;Kindergarten Hagwiese;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;22;8;7;8
Kehrsatz;Bern-Mittelland;Kindergarten Mätteli;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;19;10;5;6
Kehrsatz;Bern-Mittelland;Kindergarten und Primarschule Selhofen;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;18;10;3;5
Kehrsatz;Bern-Mittelland;Primarschule Dorf Kehrsatz;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;17;9;6;9
Kiesen;Bern-Mittelland;Kindergarten Rägeboge;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;27;14;1;1
Kirchenthurnen;Bern-Mittelland;Kindergarten, Primar- und Realschule Kirchenthurnen;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;15;8;0;1
Kirchlindach;Bern-Mittelland;Kindergarten Herrenschwanden;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;31;16;0;0
Kirchlindach;Bern-Mittelland;Kindergarten Kirchlindach;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;21;11;2;2
Köniz;Bern-Mittelland;Kindergarten Blindenmoos I + II;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;44;23;6;18
Köniz;Bern-Mittelland;Kindergarten Blinzern;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;20;8;3;4
Köniz;Bern-Mittelland;Kindergarten Fröschli;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;21;8;3;5
Köniz;Bern-Mittelland;Kindergarten Gasel;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;19;16;2;2
Köniz;Bern-Mittelland;Kindergarten Hertenbrünnen I + II;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;42;21;6;20
Köniz;Bern-Mittelland;Kindergarten Hessgut;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;20;7;6;6
Köniz;Bern-Mittelland;Kindergärten Köniz Buchsee I + II;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;38;18;6;11
Köniz;Bern-Mittelland;Kindergärten Köniz Buchsee III + IV;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;39;21;8;17
Köniz;Bern-Mittelland;Kindergarten Köniz Stapfen;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;22;8;6;17
Köniz;Bern-Mittelland;Kindergarten Morillon;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;24;13;5;9
Köniz;Bern-Mittelland;Kindergarten Nesslere;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;23;14;4;3
Köniz;Bern-Mittelland;Kindergarten Neuhaus I + II;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;38;16;18;27
Köniz;Bern-Mittelland;Kindergarten Niederwangen I + II;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;54;24;12;23
Köniz;Bern-Mittelland;Kindergarten Spiegel I + II;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;40;20;2;1
Köniz;Bern-Mittelland;Kindergarten Spiegel IV;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;21;10;5;9
Köniz;Bern-Mittelland;Kindergarten Wabersacker I + II;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;40;21;14;17
Köniz;Bern-Mittelland;Kindergarten Wandermatte I + II;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;39;22;3;6
Köniz;Bern-Mittelland;Kindergarten und Primarschule Mittelhäusern;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;20;9;0;0
Köniz;Bern-Mittelland;Kindergarten und Primarschule Oberscherli;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;16;7;1;0
Köniz;Bern-Mittelland;Kindergarten und Primarschule Oberwangen;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;19;7;3;6
Köniz;Bern-Mittelland;Primarschule Köniz-Buchsee;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;12;6;1;4
Köniz;Bern-Mittelland;Primarschule Wabern-Dorfschulhaus;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;19;10;4;5
Köniz;Bern-Mittelland;Schulhaus Niederscherli Haltenstrasse;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;7;4;0;0
Köniz;Bern-Mittelland;Kindergärten (I + II) und Schule Niederscherli;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;17;8;1;3
Konolfingen;Bern-Mittelland;Kindergarten Inseli;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;23;12;1;1
Konolfingen;Bern-Mittelland;Kindergarten Mooshaus;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;19;6;1;1
Konolfingen;Bern-Mittelland;Kindergarten Sonnrain;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;18;7;4;3
Laupen;Bern-Mittelland;Kindergarten Birkenweg Laupen;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;23;12;5;3
Laupen;Bern-Mittelland;Kindergarten Mühlestrasse Laupen;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;42;22;3;1
Linden;Bern-Mittelland;Kindergarten Linden;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;28;18;1;1
Mattstetten;Bern-Mittelland;Kindergarten Mattstetten;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;11;6;1;3
Meikirch;Bern-Mittelland;Schulhaus Ortschwaben;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;15;7;1;1
Meikirch;Bern-Mittelland;Schulhaus Wahlendorf;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;16;6;1;1
Mirchel;Bern-Mittelland;KG, Primar-, Realschule Mirchel;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;22;9;0;0
Moosseedorf;Bern-Mittelland;Kindergarten Altes Schulhaus;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;20;10;3;9
Moosseedorf;Bern-Mittelland;Kindergarten Eichenstrasse;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;38;16;12;18
Moosseedorf;Bern-Mittelland;Kindergarten Längenbühl;Öffentliche Schule;Deutsch;Vorschulstufe;Vorschulstufe;20;8;6;9
